"Disease","Fiscal Year","Gender","Age Group","Population","Incidence","Prevalence","Mortality with Disease","Mortality without Disease","Hospitalization with Disease: Person Count","Hospitalization with Disease: Separation Count","Hospitalization with Disease: Days Stay","Hospitalization without Disease: Person Count","Hospitalization without Disease: Separation Count","Hospitalization without Disease: Days Stay","Physician Visit with Disease: Person Count","Physician Visit with Disease: Visit Count","Physician Visit without Disease: Person Count","Physician Visit without Disease: Visit Count","General Physician Visit with Disease: Person Count","General Physician Visit with Disease: Visit Count","General Physician Visit without Disease: Person Count","General Physician Visit without Disease: Visit Count","Specialist Visit with Disease: Person Count","Specialist Visit with Disease: Visit Count","Specialist Visit without Disease: Person Count","Specialist Visit without Disease: Visit Count"
Diabetes,2003,F,40 to 44,1419144,5640,39942,168,1284,4572,7194,55986,63168,79902,460212,38496,551202,887328,7150122,37392,352632,860658,4875738,29370,198246,542064,2271030
Diabetes,2003,F,45 to 49,1313352,7308,53886,294,1884,6270,9876,83358,54666,70818,439950,52242,758394,812292,6897918,50892,479292,786252,4626060,40866,278856,528204,2268882
Diabetes,2003,F,50 to 54,1131828,9012,69882,534,2556,8130,13080,116274,49566,65406,437520,68064,1013046,696078,6394812,66330,625872,673434,4188900,54888,386700,481506,2203746
Diabetes,2003,F,55 to 59,959322,9816,84840,852,3138,10464,16818,153084,46638,62760,421086,82842,1250478,575826,5627178,80688,759222,557970,3637734,67614,490806,412806,1987470
Diabetes,2003,F,60 to 64,733458,9252,85644,1362,3726,12288,20064,195882,43026,58830,424230,83808,1339554,430458,4517148,81714,794700,417996,2900694,69708,544356,318000,1614810
Diabetes,2003,F,65 to 69,611586,8580,90660,1926,4686,14976,24828,252678,43674,60984,506616,88710,1507266,355266,4130760,86544,888756,346152,2638350,74598,617994,270474,1490880
Diabetes,2003,F,70 to 74,566100,8070,96810,3174,6852,18888,31272,336846,50706,72366,639702,94632,1707876,320718,4200030,92322,1012242,313194,2680938,80046,695292,250962,1517364
Diabetes,2003,F,75 to 79,492468,6822,90288,4608,10116,21396,35376,411036,56952,82896,855264,88002,1722966,281652,4198716,85782,1055082,275400,2733672,74484,667620,224262,1464012
Diabetes,2003,F,80 to 84,377082,5208,67830,5478,13740,18900,30912,408180,55542,81900,941784,65640,1363800,223374,3675672,64038,894474,218694,2521038,54282,469146,175272,1153818
Diabetes,2003,F,85+,345480,4020,52128,8406,34128,16572,26292,357516,66288,96204,1296246,49176,1085226,208302,3837504,47916,803652,204462,2956086,37146,281424,146580,880710
Diabetes,2003,M,1 to 4,721578,234,576,0,180,204,336,1290,31728,40146,111564,564,6924,508674,3283098,504,2988,462570,2272392,504,3918,267516,1008174
Diabetes,2003,M,5 to 9,1021008,366,2040,6,132,396,534,1824,19482,23610,72324,1956,16314,630756,2772762,1674,6774,564528,1880142,1668,9540,299436,890388
Diabetes,2003,M,10 to 14,1131264,564,3702,6,138,594,822,4146,18762,22782,97044,3510,30084,640158,2601750,2850,11292,580410,1752972,3060,18792,295884,846870
Diabetes,2003,M,15 to 19,1114374,492,5094,12,660,684,1080,5970,24540,30900,176916,4746,37002,612492,2547984,4080,17448,574800,1789014,3858,19542,262158,757272
Diabetes,2003,M,20 to 24,1118604,654,6204,18,852,696,1182,9114,23574,30234,226014,5514,43974,545016,2370990,5028,25572,519690,1722780,3840,18390,220746,646524
Diabetes,2003,M,25 to 29,1080258,1134,8352,30,786,852,1374,11406,21960,28272,207252,7470,68388,519468,2478756,6888,39732,495318,1790844,5172,28554,224274,686568
Diabetes,2003,M,30 to 34,1158186,2322,14550,60,924,1368,2244,19512,25032,32424,214704,13296,137328,587340,3068208,12588,84594,560592,2205984,9012,52674,270738,860310
Diabetes,2003,M,35 to 39,1298124,4266,26394,120,1368,2442,4092,36906,31260,40932,300540,24390,267330,664164,3808524,23292,165534,634656,2698518,16686,101634,327126,1108176
Diabetes,2003,M,40 to 44,1430256,6984,44646,240,2010,4056,6528,54492,39342,52254,354282,41700,467922,741762,4546152,40026,294756,709170,3175578,28680,173004,384174,1368246
Diabetes,2003,M,45 to 49,1313646,9774,67386,486,2958,6660,10932,92466,42954,58266,415374,63486,739914,684966,4522092,61110,456108,654288,3096084,44388,283572,374556,1423956
Diabetes,2003,M,50 to 54,1124592,11712,92142,948,3714,10128,16380,134484,45108,62106,439476,87732,1055814,593880,4298112,84588,639936,567894,2861826,63060,415386,347412,1434486
Diabetes,2003,M,55 to 59,952704,13038,115188,1566,4716,14748,24366,213060,47898,67194,456084,110688,1444914,504312,4056090,106884,845664,483228,2630208,83220,598944,317862,1424154
Diabetes,2003,M,60 to 64,713568,11598,114102,2346,5550,17298,28440,251730,46014,65832,497634,110538,1579110,376530,3470472,106974,902538,362070,2199486,86532,676224,254652,1269552
Diabetes,2003,M,65 to 69,571530,10122,111408,3324,6756,19866,33426,317832,47196,69336,529638,108678,1746390,306222,3333708,105402,992100,295998,2076294,88668,753762,221952,1255728
Diabetes,2003,M,70 to 74,497406,8892,107250,4920,9864,23124,39186,409716,52470,79524,699288,104808,1894662,266868,3452760,101970,1080576,258852,2132214,88320,813648,204210,1318818
Diabetes,2003,M,75 to 79,372306,6318,83388,5928,11940,22092,37506,410682,50046,76998,732690,81294,1654206,203892,3117822,79278,958338,198438,1933596,69696,695682,162438,1182822
Diabetes,2003,M,80 to 84,234624,3744,50544,5586,12774,15846,26844,321270,40698,63030,689088,49038,1083468,134298,2341218,47838,665664,131118,1511970,41802,417642,108198,828192
Diabetes,2003,M,85+,154740,2112,27732,5352,17760,10224,16956,212808,33948,52194,639156,26424,609498,90924,1717824,25776,413598,88944,1221636,21396,195846,69054,495774
Diabetes,2004,F,1 to 4,686142,204,474,0,150,192,306,1314,23238,29088,86286,468,5946,476166,2806932,402,2238,431628,1987212,420,3708,228936,817350
Diabetes,2004,F,5 to 9,950814,330,1866,0,84,360,462,1752,14958,18294,54450,1800,15132,579834,2404806,1488,6114,523146,1715634,1572,9006,248238,687372
Diabetes,2004,F,10 to 14,1075500,456,3600,6,114,588,882,4494,15060,19128,88182,3432,31518,598404,2334144,2766,11274,549846,1665444,3054,20232,246630,666948
Diabetes,2004,F,15 to 19,1066842,534,4980,6,240,852,1566,8448,39354,50520,211878,4782,53274,683832,3930888,4308,26406,659076,2987274,3948,26802,295236,940806
Diabetes,2004,F,20 to 24,1097994,924,7356,18,324,1254,2202,12030,78888,98064,326490,7020,92418,714462,5212182,6762,56166,698988,3899754,5382,36216,348306,1309242
Diabetes,2004,F,25 to 29,1092342,1626,11514,24,318,2100,3270,20814,128208,152292,477780,10950,160224,706974,6075720,10566,92658,689298,4195044,8400,67524,399666,1877550
Diabetes,2004,F,30 to 34,1144284,2604,18336,36,396,3132,4662,26748,135078,158064,525918,17484,260706,749478,6737544,16938,154980,728784,4454832,13308,105660,449214,2279430
Diabetes,2004,F,35 to 39,1250940,3924,28134,84,672,3756,5808,40194,87342,104658,411312,26904,391848,792288,6585474,26148,244560,770022,4437228,20304,147186,470106,2144892
Diabetes,2004,F,40 to 44,1428990,5730,42936,156,1152,4830,7476,54030,62172,78216,417444,41322,581352,891822,7196322,40110,371166,865434,4887006,31446,209928,550662,2305626
Diabetes,2004,F,45 to 49,1343142,7704,57864,300,1902,6474,10188,80724,55050,71208,419784,56004,805416,828960,7017216,54540,508560,803016,4686924,43848,296502,541932,2327106
Diabetes,2004,F,50 to 54,1166328,9696,75504,504,2574,8592,13644,115392,49866,65802,439008,73536,1085802,714768,6559956,71658,671634,692208,4280610,59094,413712,496200,2276988
Diabetes,2004,F,55 to 59,1007994,11070,93894,864,3204,11292,17928,152070,48030,64290,427224,91626,1373796,603804,5889468,89436,834720,585846,3799488,74694,538506,433296,2088108
Diabetes,2004,F,60 to 64,764334,10056,93564,1308,3690,12906,20874,196998,43596,59208,416910,91416,1447260,444060,4659750,89196,860766,431670,2977536,75936,585990,329136,1680546
Diabetes,2004,F,65 to 69,622740,9468,96660,1986,4452,15672,25842,258912,43494,60546,474066,94614,1602162,359394,4204236,92472,944622,350526,2675622,79746,656970,275454,1527012
Diabetes,2004,F,70 to 74,566832,8862,102156,3072,6606,19728,32352,346122,50394,71514,632364,99756,1806270,318312,4214646,97470,1070436,311214,2683002,84624,735462,250728,1529754
Diabetes,2004,F,75 to 79,494088,7500,95688,4578,9552,22260,36732,411354,56196,81744,809892,93132,1824714,278688,4207956,90990,1122048,272712,2730630,78960,702468,223242,1475988
Diabetes,2004,F,80 to 84,392868,5400,74628,5706,13938,20544,33606,424938,57612,84960,955854,72102,1522998,229896,3868446,70428,1006680,225240,2649696,59916,515988,181578,1217910
Diabetes,2004,F,85+,356316,4254,56586,8736,34116,17922,28416,380904,67896,98910,1346424,53220,1195326,211602,3998808,51942,889332,207816,3078834,40182,305814,150126,919194
Diabetes,2004,M,1 to 4,719538,246,600,0,132,228,318,1254,30618,38376,104556,594,7140,503964,3219924,522,2970,457554,2216358,540,4158,265626,1001382
Diabetes,2004,M,5 to 9,999912,366,2094,0,120,384,498,1782,19026,22950,75084,1998,16944,617238,2708250,1650,6786,551364,1820310,1728,10152,296790,886164
Diabetes,2004,M,10 to 14,1133040,474,3828,6,174,594,852,3924,18342,22254,88704,3630,31686,633912,2539938,2916,11094,572658,1695408,3180,20586,295776,842832
Diabetes,2004,M,15 to 19,1122828,540,5298,12,624,708,1104,5742,24450,30648,177762,4932,38088,614910,2544894,4206,17436,576114,1771674,3972,20634,265608,771672
Diabetes,2004,M,20 to 24,1134642,636,6570,18,876,768,1248,8532,24270,31194,227916,5838,46002,554166,2423028,5364,26910,528594,1752096,4008,19074,226230,669450
Diabetes,2004,M,25 to 29,1095120,1188,8790,30,786,888,1524,12774,22440,29160,214092,7782,72498,524598,2523030,7248,42330,500634,1819512,5286,30102,226368,702030
Diabetes,2004,M,30 to 34,1149600,2406,15192,54,918,1368,2244,19110,24870,32286,236976,13782,139878,582546,3053238,13032,85524,556320,2188278,9384,54264,270180,863388
Diabetes,2004,M,35 to 39,1263384,4236,27312,120,1308,2394,3900,34872,29700,38952,271542,25164,268284,647820,3724686,24048,167640,619290,2640480,17208,100530,321018,1082316
Diabetes,2004,M,40 to 44,1444110,7446,47814,240,2082,4332,6858,59478,39132,52146,353610,44598,494376,749760,4625556,42828,312918,717282,3224712,30438,181350,392544,1398756
Diabetes,2004,M,45 to 49,1345602,10104,71766,510,2928,7014,11358,95034,43536,59340,402378,67638,779562,702240,4664838,65250,484914,671928,3194604,47034,294396,385980,1468350
Diabetes,2004,M,50 to 54,1158042,12552,97962,912,3744,10488,17040,145332,45798,63252,432984,93054,1122366,612528,4464312,89928,681018,586302,2974722,66630,440784,360378,1487658
Diabetes,2004,M,55 to 59,998484,14118,125874,1668,4872,15780,25554,216852,49032,68568,472152,120912,1563642,527520,4276740,116916,920166,505758,2772852,90570,642918,334374,1502100
Diabetes,2004,M,60 to 64,746046,12582,124722,2376,5652,18120,29802,269418,46926,66834,477144,120666,1715382,389268,3604092,116868,984330,374136,2284770,94266,730626,265170,1317528
Diabetes,2004,M,65 to 69,584166,10902,119394,3300,6552,20832,34614,316302,46794,68424,506928,116274,1861398,309156,3385722,112980,1057368,299106,2108058,94722,803514,224922,1276398
Diabetes,2004,M,70 to 74,501816,9228,113442,4752,9192,23856,40374,398850,51540,77940,651258,110712,2012430,265506,3471672,107850,1144908,257874,2142294,93216,866742,204408,1327602
Diabetes,2004,M,75 to 79,381702,6828,90240,6030,11544,23226,39636,423864,50454,77562,741336,87972,1794648,205326,3191976,85812,1040988,200106,1981758,75504,753516,164700,1208640
Diabetes,2004,M,80 to 84,246786,4014,56130,5754,12942,17292,29334,338490,41742,64932,679602,54366,1217202,138630,2471694,53154,750216,135576,1594164,46434,466782,112500,876318
Diabetes,2004,M,85+,160728,2202,30138,5622,17784,10974,17946,226350,35112,54024,655626,28590,671376,92358,1800900,27966,456660,90504,1279290,23154,214680,70962,520986
Diabetes,2005,F,1 to 4,690546,192,468,0,108,174,264,984,24234,29778,84564,462,5658,484008,2917848,402,2274,438708,2069292,420,3378,235740,845676
Diabetes,2005,F,5 to 9,934002,318,1848,0,90,342,450,1446,14928,17982,50274,1782,15606,584604,2503560,1494,6444,529416,1797054,1578,9132,250692,704490
Diabetes,2005,F,10 to 14,1068870,474,3768,6,120,624,948,6006,14796,18690,82296,3600,34284,615288,2462256,2946,12102,568020,1772352,3192,22170,251190,687324
Diabetes,2005,F,15 to 19,1086000,552,5184,18,300,822,1422,7482,39444,50340,214788,4962,54648,701448,4069212,4452,27360,676530,3085932,4134,27252,305070,978816
Diabetes,2005,F,20 to 24,1113342,954,7638,24,336,1320,2340,14112,79836,98592,336534,7284,97422,730338,5372730,6984,57558,714360,4003254,5586,39756,359118,1363926
Diabetes,2005,F,25 to 29,1109328,1692,11958,18,318,2130,3444,20802,130218,154116,497634,11340,167910,715794,6221256,10932,97188,698202,4277658,8760,70644,408150,1938336
Diabetes,2005,F,30 to 34,1144398,2832,19524,36,492,3318,4902,30456,136974,159312,528330,18564,278298,749778,6838776,17964,164826,729750,4492608,14292,113370,455184,2341380
Diabetes,2005,F,35 to 39,1232166,4020,29580,84,678,3900,6090,49176,87384,104496,434934,28314,409536,786594,6635448,27510,255468,765546,4444788,21456,153840,469956,2185662
Diabetes,2005,F,40 to 44,1428564,6210,45984,168,1284,4974,7860,61908,61530,77436,437772,44226,624936,893418,7300320,43032,396648,868956,4932264,33960,227958,556938,2363586
Diabetes,2005,F,45 to 49,1371846,8052,62262,288,1980,6684,10518,89304,55074,71178,442194,60252,866106,849834,7266402,58686,543072,825798,4831596,47424,322524,559476,2430882
Diabetes,2005,F,50 to 54,1207704,10284,81312,600,2526,9060,14238,127458,49998,65820,443406,79074,1167606,739242,6817926,77280,717546,718542,4430730,63852,449628,515556,2383548
Diabetes,2005,F,55 to 59,1055034,11826,103488,960,3192,12288,19458,175962,49254,65682,472182,101040,1519032,632904,6208806,98616,913188,616050,3976356,82644,605202,455958,2229636
Diabetes,2005,F,60 to 64,795630,10638,101952,1356,3780,13884,22452,217092,44142,60204,459144,99600,1569624,457404,4851978,97236,926754,446148,3077010,83154,642132,340452,1772796
Diabetes,2005,F,65 to 69,635928,9870,103614,2040,4434,16044,26616,274782,44070,61128,481746,101340,1712892,364548,4325016,99048,1002282,356712,2726064,85836,709698,281658,1596522
Diabetes,2005,F,70 to 74,565944,8970,106998,3150,6264,19908,32658,347856,49182,69672,614466,104508,1909074,315096,4240350,102234,1124730,308976,2674590,88746,783720,250368,1563378
Diabetes,2005,F,75 to 79,497928,7734,101562,4500,9384,22818,37218,432912,55530,80274,803700,98790,1945032,277182,4257042,96654,1183044,272268,2737260,84120,761382,223746,1517880
Diabetes,2005,F,80 to 84,398052,5742,80244,5652,13446,21066,34152,433992,56526,82908,975048,77406,1635126,228018,3924162,75654,1075182,224112,2664702,64374,559530,181782,1257990
Diabetes,2005,F,85+,377580,4758,63924,9048,33486,19536,30786,416886,69468,101010,1375230,59946,1373004,221634,4275090,58596,1018074,218226,3275502,45936,354582,159150,998262
Diabetes,2005,M,1 to 4,724608,234,600,0,174,228,318,1398,32106,39990,108246,588,7020,512916,3358674,516,2820,466140,2313018,522,4200,274410,1042758
Diabetes,2005,M,5 to 9,982218,378,2130,0,114,414,540,1908,19704,23790,72552,2040,18114,620574,2823144,1722,7254,557304,1909326,1788,10842,299688,911430
Diabetes,2005,M,10 to 14,1126692,552,4032,6,174,618,858,3894,18174,22326,91656,3834,33216,651894,2690856,3120,12096,592830,1820700,3336,21114,300918,867744
Diabetes,2005,M,15 to 19,1141260,534,5508,12,678,714,1128,6126,25122,31248,180780,5148,41172,640914,2706972,4440,18684,602670,1894074,4182,22482,277020,809964
Diabetes,2005,M,20 to 24,1149702,708,6996,24,912,750,1200,7668,24396,31308,262194,6240,49326,576270,2547594,5718,28938,550530,1845714,4242,20364,235914,699732
Diabetes,2005,M,25 to 29,1110390,1206,9132,30,798,954,1644,14880,22842,29544,250998,8136,77526,535242,2613948,7536,44802,511302,1883454,5526,32664,231972,728700
Diabetes,2005,M,30 to 34,1146654,2454,15702,66,954,1404,2328,26760,24306,31596,252576,14286,143628,583182,3074520,13536,88266,557454,2200404,9648,55068,271794,871764
Diabetes,2005,M,35 to 39,1242660,4506,28554,126,1224,2460,4068,36678,28800,37788,306252,26340,281580,642744,3714960,25236,175998,615024,2629668,17802,105294,319590,1082880
Diabetes,2005,M,40 to 44,1446480,7818,50970,258,2076,4392,7104,64806,38688,51516,437592,47544,528234,751920,4681758,45726,331200,720894,3257028,32484,196836,395496,1421790
Diabetes,2005,M,45 to 49,1376928,10596,76440,462,2964,6972,11226,103014,43404,58926,505452,72012,819702,722484,4810578,69516,510510,692844,3285276,50118,308922,398244,1522536
Diabetes,2005,M,50 to 54,1198302,13494,104808,966,3852,11034,17724,157224,46440,64230,514380,99648,1204620,635064,4655346,96354,727284,609546,3086688,71724,476700,375474,1566318
Diabetes,2005,M,55 to 59,1044156,15294,137100,1698,4866,16266,26292,248052,50808,70992,542448,131574,1686666,552924,4522674,127476,989910,531930,2907738,98394,696168,352284,1612140
Diabetes,2005,M,60 to 64,777954,13398,135594,2538,5484,19428,31806,281310,47892,67848,520770,131172,1861068,402270,3771120,127248,1059222,388212,2364390,102522,801312,276300,1404180
Diabetes,2005,M,65 to 69,598278,11550,128238,3342,6414,21738,35838,332544,46770,68238,536418,124884,1998888,312846,3459306,121422,1124214,303456,2136066,102276,873990,229530,1321716
Diabetes,2005,M,70 to 74,504354,9636,119940,4638,8622,24648,41478,410754,50178,75096,624636,117060,2125890,262494,3467388,114192,1199952,255846,2120154,98982,924684,203718,1344786
Diabetes,2005,M,75 to 79,392592,7056,97890,5916,11112,24576,41652,441888,50058,77214,742524,95328,1958040,207618,3271398,93216,1129140,202980,2014056,82338,828726,167976,1255188
Diabetes,2005,M,80 to 84,255084,4206,60966,5928,12192,18216,30798,357024,41142,64068,679356,58974,1335336,139704,2539440,57678,816300,136956,1627872,50754,518556,114384,909798
Diabetes,2005,M,85+,173034,2496,34530,6006,17622,12168,19896,251442,36120,55668,680814,32628,779664,97728,1961580,31908,528408,95898,1384290,26772,251034,76194,575802
Diabetes,2006,F,1 to 4,698520,234,540,0,138,198,288,1236,22518,28098,82992,528,6132,482580,2766108,450,2274,435114,1939284,468,3846,234570,823680
Diabetes,2006,F,5 to 9,920244,342,1824,0,84,354,456,1662,13404,16242,50034,1764,14928,560520,2266974,1446,5640,502800,1594158,1542,9288,242598,670680
Diabetes,2006,F,10 to 14,1056138,498,3930,6,120,600,894,4704,13878,17544,81552,3726,33606,589890,2286342,2958,11832,540162,1609728,3246,21744,246576,674256
Diabetes,2006,F,15 to 19,1103004,516,5322,12,288,834,1392,8196,38892,48864,200418,5076,53436,697854,3950826,4482,26166,670860,2955732,4176,27228,304698,989706
Diabetes,2006,F,20 to 24,1126002,924,7818,24,300,1248,2154,11868,79266,96840,303684,7434,94686,736572,5317080,7098,55584,718614,3922200,5658,38982,362580,1388532
Diabetes,2006,F,25 to 29,1135230,1584,12390,24,324,2256,3534,20898,130944,153438,452976,11712,172830,725274,6218046,11244,95628,706098,4238370,9096,77148,414336,1973916
Diabetes,2006,F,30 to 34,1143306,2682,20274,48,414,3360,4878,24408,136992,157776,478470,19176,278808,741222,6709986,18474,160164,719772,4350090,14748,118518,451830,2354652
Diabetes,2006,F,35 to 39,1231248,3858,30978,72,654,3804,5778,42144,87330,102684,356652,29478,418344,782826,6562512,28566,254724,760356,4334214,22182,163260,471654,2223276
Diabetes,2006,F,40 to 44,1407954,6084,48372,204,1158,5010,7698,54846,57126,70470,326676,46362,639588,874488,7066482,45042,399900,848736,4724544,35400,239430,550254,2337654
Diabetes,2006,F,45 to 49,1400802,8382,66774,300,1992,6654,10308,80298,52524,66696,350532,64464,900528,861414,7264770,62718,559356,835380,4788354,50502,340656,569988,2471958
